n1,n2,n3,n4,n5,n6,n7
1,2,6,7,14,15,44
1,2,6,7,14,15,45
1,2,6,7,14,15,46
1,2,6,7,14,15,47
1,2,6,7,16,17,18
1,2,6,7,16,17,19
1,2,6,7,16,17,20
1,2,6,7,16,17,21
1,2,6,7,16,17,22
1,2,6,7,16,17,23
1,2,6,7,16,17,24
1,2,6,7,16,17,25
1,2,6,7,16,17,26
1,2,6,7,16,17,27
1,2,6,7,16,17,28
1,2,6,7,16,17,29
1,2,6,7,16,17,30
1,2,6,7,16,17,31
1,2,6,7,16,17,32
1,2,6,7,16,17,33
1,2,6,7,16,17,34
1,2,6,7,16,17,35
1,2,6,7,16,17,36
1,2,6,7,16,17,37
1,2,6,7,16,17,38
1,2,6,7,16,17,39
1,2,6,7,16,17,40
1,2,6,7,16,17,41
1,2,6,7,16,17,42
1,2,6,7,16,17,43
1,2,6,7,16,17,44
1,2,6,7,16,17,45
1,2,6,7,16,17,46
1,2,6,7,16,17,47
1,2,6,7,18,19,20
1,2,6,7,18,19,21
1,2,6,7,18,19,22
1,2,6,7,18,19,23
1,2,6,7,18,19,24
1,2,6,7,18,19,25
1,2,6,7,18,19,26
1,2,6,7,18,19,27
1,2,6,7,18,19,28
1,2,6,7,18,19,29
1,2,6,7,18,19,30
1,2,6,7,18,19,31
1,2,6,7,18,19,32
1,2,6,7,18,19,33
1,2,6,7,18,19,34
1,2,6,7,18,19,35
1,2,6,7,18,19,36
1,2,6,7,18,19,37
1,2,6,7,18,19,38
1,2,6,7,18,19,39
1,2,6,7,18,19,40
1,2,6,7,18,19,41
1,2,6,7,18,19,42
1,2,6,7,18,19,43
1,2,6,7,18,19,44
1,2,6,7,18,19,45
1,2,6,7,18,19,46
1,2,6,7,18,19,47
1,2,6,7,20,21,22
1,2,6,7,20,21,23
1,2,6,7,20,21,24
1,2,6,7,20,21,25
1,2,6,7,20,21,26
1,2,6,7,20,21,27
1,2,6,7,20,21,28
1,2,6,7,20,21,29
1,2,6,7,20,21,30
1,2,6,7,20,21,31
1,2,6,7,20,21,32
1,2,6,7,20,21,33
1,2,6,7,20,21,34
1,2,6,7,20,21,35
1,2,6,7,20,21,36
1,2,6,7,20,21,37
1,2,6,7,20,21,38
1,2,6,7,20,21,39
1,2,6,7,20,21,40
1,2,6,7,20,21,41
1,2,6,7,20,21,42
1,2,6,7,20,21,43
1,2,6,7,20,21,44
1,2,6,7,20,21,45
1,2,6,7,20,21,46
1,2,6,7,20,21,47
1,2,6,7,22,23,24
1,2,6,7,22,23,25
1,2,6,7,22,23,26
1,2,6,7,22,23,27
1,2,6,7,22,23,28
1,2,6,7,22,23,29
1,2,6,7,22,23,30
1,2,6,7,22,23,31
1,2,6,7,22,23,32
1,2,6,7,22,23,33
1,2,6,7,22,23,34
1,2,6,7,22,23,35
1,2,6,7,22,23,36
1,2,6,7,22,23,37
1,2,6,7,22,23,38
1,2,6,7,22,23,39
1,2,6,7,22,23,40
1,2,6,7,22,23,41
1,2,6,7,22,23,42
1,2,6,7,22,23,43
1,2,6,7,22,23,44
1,2,6,7,22,23,45
1,2,6,7,22,23,46
1,2,6,7,22,23,47
1,2,6,7,24,25,26
1,2,6,7,24,25,27
1,2,6,7,24,25,28
1,2,6,7,24,25,29
1,2,6,7,24,25,30
1,2,6,7,24,25,31
1,2,6,7,24,25,32
1,2,6,7,24,25,33
1,2,6,7,24,25,34
1,2,6,7,24,25,35
1,2,6,7,24,25,36
1,2,6,7,24,25,37
1,2,6,7,24,25,38
1,2,6,7,24,25,39
1,2,6,7,24,25,40
1,2,6,7,24,25,41
1,2,6,7,24,25,42
1,2,6,7,24,25,43
1,2,6,7,24,25,44
1,2,6,7,24,25,45
1,2,6,7,24,25,46
1,2,6,7,24,25,47
1,2,6,7,26,27,28
1,2,6,7,26,27,29
1,2,6,7,26,27,30
1,2,6,7,26,27,31
1,2,6,7,26,27,32
1,2,6,7,26,27,33
1,2,6,7,26,27,34
1,2,6,7,26,27,35
1,2,6,7,26,27,36
1,2,6,7,26,27,37
1,2,6,7,26,27,38
1,2,6,7,26,27,39
1,2,6,7,26,27,40
1,2,6,7,26,27,41
1,2,6,7,26,27,42
1,2,6,7,26,27,43
1,2,6,7,26,27,44
1,2,6,7,26,27,45
1,2,6,7,26,27,46
1,2,6,7,26,27,47
1,2,6,7,28,29,30
1,2,6,7,28,29,31
1,2,6,7,28,29,32
1,2,6,7,28,29,33
1,2,6,7,28,29,34
1,2,6,7,28,29,35
1,2,6,7,28,29,36
1,2,6,7,28,29,37
1,2,6,7,28,29,38
1,2,6,7,28,29,39
1,2,6,7,28,29,40
1,2,6,7,28,29,41
1,2,6,7,28,29,42
1,2,6,7,28,29,43
1,2,6,7,28,29,44
1,2,6,7,28,29,45
1,2,6,7,28,29,46
1,2,6,7,28,29,47
1,2,6,7,30,31,32
1,2,6,7,30,31,33
1,2,6,7,30,31,34
1,2,6,7,30,31,35
1,2,6,7,30,31,36
1,2,6,7,30,31,37
1,2,6,7,30,31,38
1,2,6,7,30,31,39
1,2,6,7,30,31,40
1,2,6,7,30,31,41
1,2,6,7,30,31,42
1,2,6,7,30,31,43
1,2,6,7,30,31,44
1,2,6,7,30,31,45
1,2,6,7,30,31,46
1,2,6,7,30,31,47
1,2,6,7,32,33,34
1,2,6,7,32,33,35
1,2,6,7,32,33,36
1,2,6,7,32,33,37
1,2,6,7,32,33,38
1,2,6,7,32,33,39
1,2,6,7,32,33,40
1,2,6,7,32,33,41
1,2,6,7,32,33,42
1,2,6,7,32,33,43
1,2,6,7,32,33,44
1,2,6,7,32,33,45
1,2,6,7,32,33,46
1,2,6,7,32,33,47
1,2,6,7,34,35,36
1,2,6,7,34,35,37
1,2,6,7,34,35,38
1,2,6,7,34,35,39
1,2,6,7,34,35,40
1,2,6,7,34,35,41
1,2,6,7,34,35,42
1,2,6,7,34,35,43
1,2,6,7,34,35,44
1,2,6,7,34,35,45
1,2,6,7,34,35,46
1,2,6,7,34,35,47
1,2,6,7,36,37,38
1,2,6,7,36,37,39
1,2,6,7,36,37,40
1,2,6,7,36,37,41
1,2,6,7,36,37,42
1,2,6,7,36,37,43
1,2,6,7,36,37,44
1,2,6,7,36,37,45
1,2,6,7,36,37,46
1,2,6,7,36,37,47
1,2,6,7,38,39,40
1,2,6,7,38,39,41
1,2,6,7,38,39,42
1,2,6,7,38,39,43
1,2,6,7,38,39,44
1,2,6,7,38,39,45
1,2,6,7,38,39,46
1,2,6,7,38,39,47
1,2,6,7,40,41,42
1,2,6,7,40,41,43
1,2,6,7,40,41,44
1,2,6,7,40,41,45
1,2,6,7,40,41,46
1,2,6,7,40,41,47
1,2,6,7,42,43,44
1,2,6,7,42,43,45
1,2,6,7,42,43,46
1,2,6,7,42,43,47
1,2,6,7,44,45,46
1,2,6,7,44,45,47
1,2,6,8,10,46,47
1,2,7,9,11,46,47
1,2,8,9,10,11,12
1,2,8,9,10,12,13
1,2,8,9,10,12,14
1,2,8,9,10,12,15
1,2,8,9,10,12,16
1,2,8,9,10,12,17
1,2,8,9,10,12,18
1,2,8,9,10,12,19
1,2,8,9,10,12,20
1,2,8,9,10,12,21
1,2,8,9,10,12,22
1,2,8,9,10,12,23
1,2,8,9,10,12,24
1,2,8,9,10,12,25
1,2,8,9,10,12,26
1,2,8,9,10,12,27
1,2,8,9,10,12,28
1,2,8,9,10,12,29
1,2,8,9,10,12,30
1,2,8,9,10,12,31
1,2,8,9,10,12,32
1,2,8,9,10,12,33
1,2,8,9,10,12,34
1,2,8,9,10,12,35
1,2,8,9,10,12,36
1,2,8,9,10,12,37
1,2,8,9,10,12,38
1,2,8,9,10,12,39
1,2,8,9,10,12,40
1,2,8,9,10,12,41
1,2,8,9,10,12,42
1,2,8,9,10,12,43
1,2,8,9,10,12,44
1,2,8,9,10,12,45
1,2,8,9,11,13,14
1,2,8,9,11,13,15
1,2,8,9,11,13,16
1,2,8,9,11,13,17
1,2,8,9,11,13,18
1,2,8,9,11,13,19
1,2,8,9,11,13,20
1,2,8,9,11,13,21
1,2,8,9,11,13,22
1,2,8,9,11,13,23
1,2,8,9,11,13,24
1,2,8,9,11,13,25
1,2,8,9,11,13,26
1,2,8,9,11,13,27
1,2,8,9,11,13,28
1,2,8,9,11,13,29
1,2,8,9,11,13,30
1,2,8,9,11,13,31
1,2,8,9,11,13,32
1,2,8,9,11,13,33
1,2,8,9,11,13,34
1,2,8,9,11,13,35
1,2,8,9,11,13,36
1,2,8,9,11,13,37
1,2,8,9,11,13,38
1,2,8,9,11,13,39
1,2,8,9,11,13,40
1,2,8,9,11,13,41
1,2,8,9,11,13,42
1,2,8,9,11,13,43
1,2,8,9,11,13,44
1,2,8,9,11,13,45
1,2,8,9,12,14,46
1,2,8,9,12,14,47
1,2,8,9,13,15,46
1,2,8,9,13,15,47
1,2,8,9,14,15,16
1,2,8,9,14,16,17
1,2,8,9,14,16,18
1,2,8,9,14,16,19
1,2,8,9,14,16,20
1,2,8,9,14,16,21
1,2,8,9,14,16,22
1,2,8,9,14,16,23
1,2,8,9,14,16,24
1,2,8,9,14,16,25
1,2,8,9,14,16,26
1,2,8,9,14,16,27
1,2,8,9,14,16,28
1,2,8,9,14,16,29
1,2,8,9,14,16,30
1,2,8,9,14,16,31
1,2,8,9,14,16,32
1,2,8,9,14,16,33
1,2,8,9,14,16,34
1,2,8,9,14,16,35
1,2,8,9,14,16,36
1,2,8,9,14,16,37
1,2,8,9,14,16,38
1,2,8,9,14,16,39
1,2,8,9,14,16,40
1,2,8,9,14,16,41
1,2,8,9,14,16,42
1,2,8,9,14,16,43
1,2,8,9,14,16,44
1,2,8,9,14,16,45
1,2,8,9,15,17,18
1,2,8,9,15,17,19
1,2,8,9,15,17,20
1,2,8,9,15,17,21
1,2,8,9,15,17,22
1,2,8,9,15,17,23
1,2,8,9,15,17,24
1,2,8,9,15,17,25
1,2,8,9,15,17,26
1,2,8,9,15,17,27
1,2,8,9,15,17,28
1,2,8,9,15,17,29
1,2,8,9,15,17,30
1,2,8,9,15,17,31
1,2,8,9,15,17,32
1,2,8,9,15,17,33
1,2,8,9,15,17,34
1,2,8,9,15,17,35
1,2,8,9,15,17,36
1,2,8,9,15,17,37
1,2,8,9,15,17,38
1,2,8,9,15,17,39
1,2,8,9,15,17,40
1,2,8,9,15,17,41
1,2,8,9,15,17,42
1,2,8,9,15,17,43
1,2,8,9,15,17,44
1,2,8,9,15,17,45
1,2,8,9,16,18,46
1,2,8,9,16,18,47
1,2,8,9,17,19,46
1,2,8,9,17,19,47
1,2,8,9,18,19,20
1,2,8,9,18,20,21
1,2,8,9,18,20,22
1,2,8,9,18,20,23
1,2,8,9,18,20,24
1,2,8,9,18,20,25
1,2,8,9,18,20,26
1,2,8,9,18,20,27
1,2,8,9,18,20,28
1,2,8,9,18,20,29
1,2,8,9,18,20,30
1,2,8,9,18,20,31
1,2,8,9,18,20,32
1,2,8,9,18,20,33
1,2,8,9,18,20,34
1,2,8,9,18,20,35
1,2,8,9,18,20,36
1,2,8,9,18,20,37
1,2,8,9,18,20,38
1,2,8,9,18,20,39
1,2,8,9,18,20,40
1,2,8,9,18,20,41
1,2,8,9,18,20,42
1,2,8,9,18,20,43
1,2,8,9,18,20,44
1,2,8,9,18,20,45
1,2,8,9,19,21,22
1,2,8,9,19,21,23
1,2,8,9,19,21,24
1,2,8,9,19,21,25
1,2,8,9,19,21,26
1,2,8,9,19,21,27
1,2,8,9,19,21,28
1,2,8,9,19,21,29
1,2,8,9,19,21,30
1,2,8,9,19,21,31
1,2,8,9,19,21,32
1,2,8,9,19,21,33
1,2,8,9,19,21,34
1,2,8,9,19,21,35
1,2,8,9,19,21,36
1,2,8,9,19,21,37
1,2,8,9,19,21,38
1,2,8,9,19,21,39
1,2,8,9,19,21,40
1,2,8,9,19,21,41
1,2,8,9,19,21,42
1,2,8,9,19,21,43
1,2,8,9,19,21,44
1,2,8,9,19,21,45
1,2,8,9,20,22,46
1,2,8,9,20,22,47
1,2,8,9,21,23,46
1,2,8,9,21,23,47
1,2,8,9,22,23,24
1,2,8,9,22,24,25
1,2,8,9,22,24,26
1,2,8,9,22,24,27
1,2,8,9,22,24,28
1,2,8,9,22,24,29
1,2,8,9,22,24,30
1,2,8,9,22,24,31
1,2,8,9,22,24,32
1,2,8,9,22,24,33
1,2,8,9,22,24,34
1,2,8,9,22,24,35
1,2,8,9,22,24,36
1,2,8,9,22,24,37
1,2,8,9,22,24,38
1,2,8,9,22,24,39
1,2,8,9,22,24,40
1,2,8,9,22,24,41
1,2,8,9,22,24,42
1,2,8,9,22,24,43
1,2,8,9,22,24,44
1,2,8,9,22,24,45
1,2,8,9,23,25,26
1,2,8,9,23,25,27
1,2,8,9,23,25,28
1,2,8,9,23,25,29
1,2,8,9,23,25,30
1,2,8,9,23,25,31
1,2,8,9,23,25,32
1,2,8,9,23,25,33
1,2,8,9,23,25,34
1,2,8,9,23,25,35
1,2,8,9,23,25,36
1,2,8,9,23,25,37
1,2,8,9,23,25,38
1,2,8,9,23,25,39
1,2,8,9,23,25,40
1,2,8,9,23,25,41
1,2,8,9,23,25,42
1,2,8,9,23,25,43
1,2,8,9,23,25,44
1,2,8,9,23,25,45
1,2,8,9,24,26,46
1,2,8,9,24,26,47
1,2,8,9,25,27,46
1,2,8,9,25,27,47
1,2,8,9,26,27,28
1,2,8,9,26,28,29
1,2,8,9,26,28,30
1,2,8,9,26,28,31
1,2,8,9,26,28,32
1,2,8,9,26,28,33
1,2,8,9,26,28,34
1,2,8,9,26,28,35
1,2,8,9,26,28,36
1,2,8,9,26,28,37
1,2,8,9,26,28,38
1,2,8,9,26,28,39
1,2,8,9,26,28,40
1,2,8,9,26,28,41
1,2,8,9,26,28,42
1,2,8,9,26,28,43
1,2,8,9,26,28,44
1,2,8,9,26,28,45
1,2,8,9,27,29,30
1,2,8,9,27,29,31
1,2,8,9,27,29,32
1,2,8,9,27,29,33
1,2,8,9,27,29,34
1,2,8,9,27,29,35
1,2,8,9,27,29,36
1,2,8,9,27,29,37
1,2,8,9,27,29,38
1,2,8,9,27,29,39
1,2,8,9,27,29,40
1,2,8,9,27,29,41
1,2,8,9,27,29,42
1,2,8,9,27,29,43
1,2,8,9,27,29,44
1,2,8,9,27,29,45
1,2,8,9,28,30,46
1,2,8,9,28,30,47
1,2,8,9,29,31,46
1,2,8,9,29,31,47
1,2,8,9,30,31,32
1,2,8,9,30,32,33
1,2,8,9,30,32,34
1,2,8,9,30,32,35
1,2,8,9,30,32,36
1,2,8,9,30,32,37
1,2,8,9,30,32,38
1,2,8,9,30,32,39
1,2,8,9,30,32,40
1,2,8,9,30,32,41
1,2,8,9,30,32,42
1,2,8,9,30,32,43
1,2,8,9,30,32,44
1,2,8,9,30,32,45
1,2,8,9,31,33,34
1,2,8,9,31,33,35
1,2,8,9,31,33,36
1,2,8,9,31,33,37
1,2,8,9,31,33,38
1,2,8,9,31,33,39
1,2,8,9,31,33,40
1,2,8,9,31,33,41
1,2,8,9,31,33,42
1,2,8,9,31,33,43
1,2,8,9,31,33,44
1,2,8,9,31,33,45
1,2,8,9,32,34,46
1,2,8,9,32,34,47
1,2,8,9,33,35,46
1,2,8,9,33,35,47
1,2,8,9,34,35,36
1,2,8,9,34,36,37
1,2,8,9,34,36,38
1,2,8,9,34,36,39
1,2,8,9,34,36,40
1,2,8,9,34,36,41
1,2,8,9,34,36,42
1,2,8,9,34,36,43
1,2,8,9,34,36,44
1,2,8,9,34,36,45
1,2,8,9,35,37,38
1,2,8,9,35,37,39
1,2,8,9,35,37,40
1,2,8,9,35,37,41
1,2,8,9,35,37,42
1,2,8,9,35,37,43
1,2,8,9,35,37,44
1,2,8,9,35,37,45
1,2,8,9,36,38,46
1,2,8,9,36,38,47
1,2,8,9,37,39,46
1,2,8,9,37,39,47
1,2,8,9,38,39,40
1,2,8,9,38,40,41
1,2,8,9,38,40,42
1,2,8,9,38,40,43
1,2,8,9,38,40,44
1,2,8,9,38,40,45
1,2,8,9,39,41,42
1,2,8,9,39,41,43
1,2,8,9,39,41,44
1,2,8,9,39,41,45
1,2,8,9,40,42,46
1,2,8,9,40,42,47
1,2,8,9,41,43,46
1,2,8,9,41,43,47
1,2,8,9,42,43,44
1,2,8,9,42,44,45
1,2,8,9,43,45,46
1,2,8,9,44,46,47
1,2,8,10,13,45,47
1,2,8,11,12,15,46
1,2,8,11,12,16,47
1,2,9,10,12,46,47
1,2,9,11,14,45,47
1,2,10,11,12,14,17
1,2,10,11,12,18,19
1,2,10,11,12,20,21
1,2,10,11,12,22,23
1,2,10,11,12,24,25
1,2,10,11,12,26,27
1,2,10,11,12,28,29
1,2,10,11,12,30,31
1,2,10,11,12,32,33
1,2,10,11,12,34,35
1,2,10,11,12,36,37
1,2,10,11,12,38,39
1,2,10,11,12,40,41
1,2,10,11,12,42,43
1,2,10,11,12,44,45
1,2,10,11,13,14,15
1,2,10,11,13,14,46
1,2,10,11,13,16,17
1,2,10,11,13,18,20
1,2,10,11,13,19,21
1,2,10,11,13,22,24
1,2,10,11,13,23,25
1,2,10,11,13,26,28
1,2,10,11,13,27,29
1,2,10,11,13,30,32
1,2,10,11,13,31,33
1,2,10,11,13,34,36
1,2,10,11,13,35,37
1,2,10,11,13,38,40
1,2,10,11,13,39,41
1,2,10,11,13,42,44
1,2,10,11,13,43,47
1,2,10,11,14,16,18
1,2,10,11,14,17,19
1,2,10,11,14,17,20
1,2,10,11,14,17,21
1,2,10,11,14,17,22
1,2,10,11,14,17,23
1,2,10,11,14,17,24
1,2,10,11,14,17,25
1,2,10,11,14,17,26
1,2,10,11,14,17,27
1,2,10,11,14,17,28
1,2,10,11,14,17,29
1,2,10,11,14,17,30
1,2,10,11,14,17,31
1,2,10,11,14,17,32
1,2,10,11,14,17,33
1,2,10,11,14,17,34
1,2,10,11,14,17,35
1,2,10,11,14,17,36
1,2,10,11,14,17,37
1,2,10,11,14,17,38
1,2,10,11,14,17,39
1,2,10,11,14,17,40
1,2,10,11,14,17,41
1,2,10,11,14,17,42
1,2,10,11,14,17,43
1,2,10,11,14,17,44
1,2,10,11,15,16,17
1,2,10,11,15,16,19
1,2,10,11,15,16,20
1,2,10,11,15,16,21
1,2,10,11,15,16,22
1,2,10,11,15,16,23
1,2,10,11,15,16,24
1,2,10,11,15,16,25
1,2,10,11,15,16,26
1,2,10,11,15,16,27
1,2,10,11,15,16,28
1,2,10,11,15,16,29
1,2,10,11,15,16,30
1,2,10,11,15,16,31
1,2,10,11,15,16,32
1,2,10,11,15,16,33
1,2,10,11,15,16,34
1,2,10,11,15,16,35
1,2,10,11,15,16,36
1,2,10,11,15,16,37
1,2,10,11,15,16,38
1,2,10,11,15,16,39
1,2,10,11,15,16,40
1,2,10,11,15,16,41
1,2,10,11,15,16,42
1,2,10,11,15,16,43
1,2,10,11,15,16,44
1,2,10,11,15,16,45
1,2,10,11,15,17,47
1,2,10,11,15,18,21
1,2,10,11,16,19,46
1,2,10,11,17,18,22
1,2,10,11,17,18,45
1,2,10,11,17,18,46
1,2,10,11,18,20,47
1,2,10,11,18,21,23
1,2,10,11,18,21,24
1,2,10,11,18,21,25
1,2,10,11,18,21,26
1,2,10,11,18,21,27
1,2,10,11,18,21,28
1,2,10,11,18,21,29
1,2,10,11,18,21,30
1,2,10,11,18,21,31
1,2,10,11,18,21,32
1,2,10,11,18,21,33
1,2,10,11,18,21,34
1,2,10,11,18,21,35
1,2,10,11,18,21,36
1,2,10,11,18,21,37
1,2,10,11,18,21,38
1,2,10,11,18,21,39
1,2,10,11,18,21,40
1,2,10,11,18,21,41
1,2,10,11,18,21,42
1,2,10,11,18,21,43
1,2,10,11,18,21,44
1,2,10,11,19,20,22
1,2,10,11,19,20,23
1,2,10,11,19,20,24
1,2,10,11,19,20,25
1,2,10,11,19,20,26
1,2,10,11,19,20,27
1,2,10,11,19,20,28
1,2,10,11,19,20,29
1,2,10,11,19,20,30
1,2,10,11,19,20,31
1,2,10,11,19,20,32
1,2,10,11,19,20,33
1,2,10,11,19,20,34
1,2,10,11,19,20,35
1,2,10,11,19,20,36
1,2,10,11,19,20,37
1,2,10,11,19,20,38
1,2,10,11,19,20,39
1,2,10,11,19,20,40
1,2,10,11,19,20,41
1,2,10,11,19,20,42
1,2,10,11,19,20,43
1,2,10,11,19,20,44
1,2,10,11,19,20,45
1,2,10,11,19,21,47
1,2,10,11,20,23,46
1,2,10,11,21,22,25
1,2,10,11,21,22,45
1,2,10,11,21,22,46
1,2,10,11,22,24,47
1,2,10,11,22,25,26
1,2,10,11,22,25,27
1,2,10,11,22,25,28
1,2,10,11,22,25,29
1,2,10,11,22,25,30
1,2,10,11,22,25,31
1,2,10,11,22,25,32
1,2,10,11,22,25,33
1,2,10,11,22,25,34
1,2,10,11,22,25,35
1,2,10,11,22,25,36
1,2,10,11,22,25,37
1,2,10,11,22,25,38
1,2,10,11,22,25,39
1,2,10,11,22,25,40
1,2,10,11,22,25,41
1,2,10,11,22,25,42
1,2,10,11,22,25,43
1,2,10,11,22,25,44
1,2,10,11,23,24,26
1,2,10,11,23,24,27
1,2,10,11,23,24,28
1,2,10,11,23,24,29
1,2,10,11,23,24,30
1,2,10,11,23,24,31
1,2,10,11,23,24,32
1,2,10,11,23,24,33
1,2,10,11,23,24,34
1,2,10,11,23,24,35
1,2,10,11,23,24,36
1,2,10,11,23,24,37
1,2,10,11,23,24,38
1,2,10,11,23,24,39
1,2,10,11,23,24,40
1,2,10,11,23,24,41
1,2,10,11,23,24,42
1,2,10,11,23,24,43
1,2,10,11,23,24,44
1,2,10,11,23,24,45
1,2,10,11,23,25,47
1,2,10,11,24,27,46
1,2,10,11,25,26,45
1,2,10,11,25,26,46
1,2,10,11,26,28,47
1,2,10,11,26,29,30
1,2,10,11,26,29,31
1,2,10,11,26,29,32
1,2,10,11,26,29,33
1,2,10,11,26,29,34
1,2,10,11,26,29,35
1,2,10,11,26,29,36
1,2,10,11,26,29,37
1,2,10,11,26,29,38
1,2,10,11,26,29,39
1,2,10,11,26,29,40
1,2,10,11,26,29,41
1,2,10,11,26,29,42
1,2,10,11,26,29,43
1,2,10,11,26,29,44
1,2,10,11,27,28,30
1,2,10,11,27,28,31
1,2,10,11,27,28,32
1,2,10,11,27,28,33
1,2,10,11,27,28,34
1,2,10,11,27,28,35
1,2,10,11,27,28,36
1,2,10,11,27,28,37
1,2,10,11,27,28,38
1,2,10,11,27,28,39
1,2,10,11,27,28,40
1,2,10,11,27,28,41
1,2,10,11,27,28,42
1,2,10,11,27,28,43
1,2,10,11,27,28,44
1,2,10,11,27,28,45
1,2,10,11,27,29,47
1,2,10,11,28,31,46
1,2,10,11,29,30,45
1,2,10,11,29,30,46
1,2,10,11,30,32,47
1,2,10,11,30,33,34
1,2,10,11,30,33,35
1,2,10,11,30,33,36
1,2,10,11,30,33,37
1,2,10,11,30,33,38
1,2,10,11,30,33,39
1,2,10,11,30,33,40
1,2,10,11,30,33,41
1,2,10,11,30,33,42
1,2,10,11,30,33,43
1,2,10,11,30,33,44
1,2,10,11,31,32,34
1,2,10,11,31,32,35
1,2,10,11,31,32,36
1,2,10,11,31,32,37
1,2,10,11,31,32,38
1,2,10,11,31,32,39
1,2,10,11,31,32,40
1,2,10,11,31,32,41
1,2,10,11,31,32,42
1,2,10,11,31,32,43
1,2,10,11,31,32,44
1,2,10,11,31,32,45
1,2,10,11,31,33,47
1,2,10,11,32,35,46
1,2,10,11,33,34,45
1,2,10,11,33,34,46
1,2,10,11,34,36,47
1,2,10,11,34,37,38
1,2,10,11,34,37,39
1,2,10,11,34,37,40
1,2,10,11,34,37,41
1,2,10,11,34,37,42
1,2,10,11,34,37,43
1,2,10,11,34,37,44
1,2,10,11,35,36,38
1,2,10,11,35,36,39
1,2,10,11,35,36,40
1,2,10,11,35,36,41
1,2,10,11,35,36,42
1,2,10,11,35,36,43
1,2,10,11,35,36,44
1,2,10,11,35,36,45
1,2,10,11,35,37,47
1,2,10,11,36,39,46
1,2,10,11,37,38,45
1,2,10,11,37,38,46
1,2,10,11,38,40,47
1,2,10,11,38,41,42
1,2,10,11,38,41,43
1,2,10,11,38,41,44
1,2,10,11,39,40,42
1,2,10,11,39,40,43
1,2,10,11,39,40,44
1,2,10,11,39,40,45
1,2,10,11,39,41,47
1,2,10,11,40,43,46
1,2,10,11,41,42,45
1,2,10,11,41,42,46
1,2,10,11,42,44,47
1,2,10,11,43,44,45
1,2,10,12,14,18,45
1,2,10,12,15,44,46
1,2,10,12,16,45,46
1,2,10,13,14,16,47
1,2,11,13,16,44,46
1,2,11,13,17,45,46
1,2,12,13,14,15,19
1,2,12,13,14,16,20
1,2,12,13,14,17,18
1,2,12,13,14,18,21
1,2,12,13,14,18,22
1,2,12,13,14,18,23
1,2,12,13,14,18,24
1,2,12,13,14,18,25
1,2,12,13,14,18,26
1,2,12,13,14,18,27
1,2,12,13,14,18,28
1,2,12,13,14,18,29
1,2,12,13,14,18,30
1,2,12,13,14,18,31
1,2,12,13,14,18,32
1,2,12,13,14,18,33
1,2,12,13,14,18,34
1,2,12,13,14,18,35
1,2,12,13,14,18,36
1,2,12,13,14,18,37
1,2,12,13,14,18,38
1,2,12,13,14,18,39
1,2,12,13,14,18,40
1,2,12,13,14,18,41
1,2,12,13,14,18,42
1,2,12,13,14,18,43
1,2,12,13,14,18,44
1,2,12,13,15,16,17
1,2,12,13,15,16,18
1,2,12,13,15,19,20
1,2,12,13,15,19,22
1,2,12,13,15,19,23
1,2,12,13,15,19,24
1,2,12,13,15,19,25
1,2,12,13,15,19,26
1,2,12,13,15,19,27
1,2,12,13,15,19,28
1,2,12,13,15,19,29
1,2,12,13,15,19,30
1,2,12,13,15,19,31
1,2,12,13,15,19,32
1,2,12,13,15,19,33
1,2,12,13,15,19,34
1,2,12,13,15,19,35
1,2,12,13,15,19,36
1,2,12,13,15,19,37
1,2,12,13,15,19,38
1,2,12,13,15,19,39
1,2,12,13,15,19,40
1,2,12,13,15,19,41
1,2,12,13,15,19,42
1,2,12,13,15,19,43
1,2,12,13,15,19,45
1,2,12,13,15,21,22
1,2,12,13,15,44,47
1,2,12,13,16,19,21
1,2,12,13,16,20,22
1,2,12,13,16,20,23
1,2,12,13,16,20,24
1,2,12,13,16,20,25
1,2,12,13,16,20,26
1,2,12,13,16,20,27
1,2,12,13,16,20,28
1,2,12,13,16,20,29
1,2,12,13,16,20,30
1,2,12,13,16,20,31
1,2,12,13,16,20,32
1,2,12,13,16,20,33
1,2,12,13,16,20,34
1,2,12,13,16,20,35
1,2,12,13,16,20,36
1,2,12,13,16,20,37
1,2,12,13,16,20,38
1,2,12,13,16,20,39
1,2,12,13,16,20,40
1,2,12,13,16,20,41
1,2,12,13,16,20,42
1,2,12,13,16,20,43
1,2,12,13,17,18,47
1,2,12,13,17,19,20
1,2,12,13,17,19,44
1,2,12,13,17,21,22
1,2,12,13,17,21,23
1,2,12,13,17,21,24
1,2,12,13,17,21,25
1,2,12,13,17,21,26
1,2,12,13,17,21,27
1,2,12,13,17,21,28
1,2,12,13,17,21,29
1,2,12,13,17,21,30
1,2,12,13,17,21,31
1,2,12,13,17,21,32
1,2,12,13,17,21,33
1,2,12,13,17,21,34
1,2,12,13,17,21,35
1,2,12,13,17,21,36
1,2,12,13,17,21,37
1,2,12,13,17,21,38
1,2,12,13,17,21,39
1,2,12,13,17,21,40
1,2,12,13,17,21,41
1,2,12,13,17,21,42
1,2,12,13,17,21,43
1,2,12,13,18,19,46
1,2,12,13,19,20,47
1,2,12,13,20,21,44
1,2,12,13,20,22,45
1,2,12,13,20,24,46
1,2,12,13,21,22,47
1,2,12,13,21,23,45
1,2,12,13,21,25,46
1,2,12,13,22,23,26
1,2,12,13,22,24,27
1,2,12,13,22,25,28
